chid,views,subscriber,videoscount,date
UC6ROKPXrnzfhNYST1w,3428251,2139,4,11/15/2016
UC6ROKPXrnzfhNYST1w,3428251,2141,4,11/16/2016
UC6ROKPXrnzfhNYST1w,3432183,2141,4,11/17/2016
UC6ROKPXrnzfhNYST1w,3434341,2141,4,11/18/2016
UC6ROKPXrnzfhNYST1w,3436545,2143,4,11/19/2016
UC6ROKPXrnzfhNYST1w,3438137,2143,4,11/20/2016
UC6ROKPXrnzfhNYST1w,3439918,2144,4,11/21/2016
UC6ROKPXrnzfhNYST1w,3441395,2144,4,11/22/2016
UC6ROKPXrnzfhNYST1w,3442943,2144,4,11/23/2016
UC6ROKPXrnzfhNYST1w,3444461,2145,4,11/24/2016
UC6ROKPXrnzfhNYST1w,3446260,2145,4,11/25/2016
UC6ROKPXrnzfhNYST1w,3447835,2146,4,11/26/2016
UC6ROKPXrnzfhNYST1w,3449422,2147,4,11/27/2016
UC6ROKPXrnzfhNYST1w,3450461,2146,4,11/28/2016
UC6ROKPXrnzfhNYST1w,3454864,2146,4,11/29/2016
UC6ROKPXrnzfhNYST1w,3452549,2146,4,11/30/2016
UC6ROKPXrnzfhNYST1w,3452549,2146,4,12/1/2016
UC6ROKPXrnzfhNYST1w,3452549,2146,4,12/2/2016
UC6ROKPXrnzfhNYST1w,3452549,2146,4,12/3/2016
UC6ROKPXrnzfhNYST1w,3452549,2146,4,12/4/2016
UC6ROKPXrnzfhNYST1w,3458523,2146,4,12/5/2016
UC6ROKPXrnzfhNYST1w,3461592,2148,4,12/6/2016
UC6ROKPXrnzfhNYST1w,3461592,2148,4,12/7/2016
UC6ROKPXrnzfhNYST1w,3464270,2149,4,12/8/2016
UC6ROKPXrnzfhNYST1w,3465710,2151,4,12/9/2016
UC6ROKPXrnzfhNYST1w,3467413,2149,4,12/10/2016
UC6ROKPXrnzfhNYST1w,3469167,2150,4,12/11/2016
UC6ROKPXrnzfhNYST1w,3470839,2151,4,12/12/2016
UC6ROKPXrnzfhNYST1w,3474988,2152,4,12/13/2016
UC6ROKPXrnzfhNYST1w,3478463,2152,5,12/14/2016
UC6ROKPXrnzfhNYST1w,3480351,2152,5,12/15/2016
UC6ROKPXrnzfhNYST1w,3481906,2154,5,12/16/2016
UC6ROKPXrnzfhNYST1w,3481906,2155,5,12/17/2016
UC6ROKPXrnzfhNYST1w,3485374,2155,5,12/18/2016
UC6ROKPXrnzfhNYST1w,3487097,2156,5,12/19/2016
UC6ROKPXrnzfhNYST1w,3488497,2157,5,12/20/2016
UC6ROKPXrnzfhNYST1w,3490372,2159,5,12/21/2016
UC6ROKPXrnzfhNYST1w,3492386,2164,5,12/22/2016
UC6ROKPXrnzfhNYST1w,3494773,2166,5,12/23/2016
UC6ROKPXrnzfhNYST1w,3498400,2167,5,12/24/2016
UC6ROKPXrnzfhNYST1w,3501403,2167,5,12/25/2016
UC6ROKPXrnzfhNYST1w,3504095,2163,5,12/26/2016
UC6ROKPXrnzfhNYST1w,3506432,2165,5,12/27/2016
UC6ROKPXrnzfhNYST1w,3509267,2168,5,12/28/2016
UC6ROKPXrnzfhNYST1w,3512335,2169,5,12/29/2016
UC6ROKPXrnzfhNYST1w,3515128,2169,5,12/30/2016
UC6ROKPXrnzfhNYST1w,3517728,2170,5,12/31/2016
UC6ROKPXrnzfhNYST1w,3520251,2174,5,1/1/2017
UC6ROKPXrnzfhNYST1w,3523386,2176,5,1/2/2017
UC6ROKPXrnzfhNYST1w,3526402,2178,5,1/3/2017
UC6ROKPXrnzfhNYST1w,3529722,2181,5,1/4/2017
UC6ROKPXrnzfhNYST1w,3533314,2184,5,1/5/2017
UC6ROKPXrnzfhNYST1w,3536986,2187,5,1/6/2017
UC6ROKPXrnzfhNYST1w,3541672,2193,5,1/7/2017
UC6ROKPXrnzfhNYST1w,3549290,2198,5,1/8/2017
UC6ROKPXrnzfhNYST1w,3552689,2198,5,1/9/2017
UC6ROKPXrnzfhNYST1w,3555499,2202,5,1/10/2017
UC6ROKPXrnzfhNYST1w,3558452,2205,5,1/11/2017
UC6ROKPXrnzfhNYST1w,3561505,2205,5,1/12/2017
UC6ROKPXrnzfhNYST1w,3564110,2209,5,1/13/2017
UC6ROKPXrnzfhNYST1w,3580985,2211,5,1/14/2017
UC6ROKPXrnzfhNYST1w,3580985,2213,5,1/15/2017
UC6ROKPXrnzfhNYST1w,3620411,2218,5,1/16/2017
UC6ROKPXrnzfhNYST1w,3637138,2219,5,1/17/2017
UC6ROKPXrnzfhNYST1w,3646312,2223,5,1/18/2017
UC6ROKPXrnzfhNYST1w,3648328,2229,5,1/19/2017
UC6ROKPXrnzfhNYST1w,3652919,2232,5,1/20/2017
UC6ROKPXrnzfhNYST1w,3658256,2234,5,1/21/2017
UC6ROKPXrnzfhNYST1w,3663214,2240,5,1/22/2017
UC6ROKPXrnzfhNYST1w,3667931,2245,5,1/23/2017
UC6ROKPXrnzfhNYST1w,3609696,2250,5,1/24/2017
UC6ROKPXrnzfhNYST1w,3609696,2251,5,1/25/2017
UC6ROKPXrnzfhNYST1w,3617882,2244,5,1/26/2017
UC6ROKPXrnzfhNYST1w,3622089,2247,5,1/27/2017
UC6ROKPXrnzfhNYST1w,3622089,2253,5,1/28/2017
UC6ROKPXrnzfhNYST1w,3631428,2255,5,1/29/2017
UC6ROKPXrnzfhNYST1w,3633803,2256,5,1/30/2017
UC6ROKPXrnzfhNYST1w,3633803,2259,5,1/31/2017
UC6ROKPXrnzfhNYST1w,3640278,2262,5,2/1/2017
UC6ROKPXrnzfhNYST1w,3640278,2265,5,2/2/2017
UC6ROKPXrnzfhNYST1w,3643585,2268,5,2/3/2017
UC6ROKPXrnzfhNYST1w,3652266,2275,5,2/4/2017
UC6ROKPXrnzfhNYST1w,3657917,2277,5,2/5/2017
UC6ROKPXrnzfhNYST1w,3664290,2281,5,2/6/2017
UC6ROKPXrnzfhNYST1w,3670776,2284,5,2/7/2017
UC6ROKPXrnzfhNYST1w,3675765,2289,5,2/8/2017
UC6ROKPXrnzfhNYST1w,3675765,2286,5,2/9/2017
UC6ROKPXrnzfhNYST1w,3685020,2288,5,2/10/2017
UC6ROKPXrnzfhNYST1w,3690127,2290,5,2/11/2017
UC6ROKPXrnzfhNYST1w,3696009,2293,5,2/12/2017
UC6ROKPXrnzfhNYST1w,3696009,2294,5,2/13/2017
UC6ROKPXrnzfhNYST1w,3704735,2297,5,2/14/2017
UC6ROKPXrnzfhNYST1w,3709148,2299,5,2/15/2017
UC6ROKPXrnzfhNYST1w,3714258,2299,5,2/16/2017
UC6ROKPXrnzfhNYST1w,3715757,2299,5,2/17/2017
UC6ROKPXrnzfhNYST1w,3716330,2300,5,2/18/2017
UC6ROKPXrnzfhNYST1w,3716902,2302,5,2/19/2017
UC6ROKPXrnzfhNYST1w,3718035,2307,5,2/20/2017
UC6ROKPXrnzfhNYST1w,3720967,2309,5,2/21/2017
UC6ROKPXrnzfhNYST1w,3724471,2309,5,2/22/2017
UC6ROKPXrnzfhNYST1w,3727725,2311,5,2/23/2017
UC6ROKPXrnzfhNYST1w,3729699,2312,5,2/24/2017
UC6ROKPXrnzfhNYST1w,3732951,2313,5,2/25/2017
UC6iv_yOcmMUicwEeUw,397120,7304,212,10/1/2016
UC6iv_yOcmMUicwEeUw,397156,7304,212,10/2/2016
UC6iv_yOcmMUicwEeUw,397204,7305,212,10/3/2016
UC6iv_yOcmMUicwEeUw,397263,7303,212,10/4/2016
UC6iv_yOcmMUicwEeUw,397315,7303,212,10/5/2016
UC6iv_yOcmMUicwEeUw,397373,7302,212,10/6/2016
UC6iv_yOcmMUicwEeUw,397437,7302,212,10/7/2016
UC6iv_yOcmMUicwEeUw,397465,7301,212,10/8/2016
UC6iv_yOcmMUicwEeUw,397556,7301,212,10/9/2016
UC6iv_yOcmMUicwEeUw,397603,7301,212,10/10/2016
UC6iv_yOcmMUicwEeUw,397650,7301,212,10/11/2016
UC6iv_yOcmMUicwEeUw,397702,7300,212,10/12/2016
UC6iv_yOcmMUicwEeUw,397702,7300,212,10/13/2016
UC6iv_yOcmMUicwEeUw,397779,7300,212,10/14/2016
UC6iv_yOcmMUicwEeUw,397840,7300,212,10/15/2016
UC6iv_yOcmMUicwEeUw,397893,7300,212,10/16/2016
UC6iv_yOcmMUicwEeUw,397989,7300,212,10/17/2016
UC6iv_yOcmMUicwEeUw,398088,7300,212,10/18/2016
UC6iv_yOcmMUicwEeUw,398199,7299,212,10/19/2016
UC6iv_yOcmMUicwEeUw,398306,7300,212,10/20/2016
UC6iv_yOcmMUicwEeUw,398306,7303,212,10/21/2016
UC6iv_yOcmMUicwEeUw,398449,7303,212,10/22/2016
UC6iv_yOcmMUicwEeUw,398554,7304,212,10/23/2016
UC6iv_yOcmMUicwEeUw,398554,7303,212,10/24/2016
UC6iv_yOcmMUicwEeUw,398646,7301,212,10/25/2016
UC6iv_yOcmMUicwEeUw,398747,7302,212,10/26/2016
UC6iv_yOcmMUicwEeUw,398832,7301,212,10/27/2016
UC6iv_yOcmMUicwEeUw,398894,7303,212,10/28/2016
UC6iv_yOcmMUicwEeUw,398966,7302,212,10/29/2016
UC6iv_yOcmMUicwEeUw,399008,7301,212,10/30/2016
UC6iv_yOcmMUicwEeUw,399051,7299,212,10/31/2016
UC6iv_yOcmMUicwEeUw,399105,7297,212,11/1/2016
UC6iv_yOcmMUicwEeUw,399147,7291,212,11/2/2016
UC6iv_yOcmMUicwEeUw,399193,7291,212,11/3/2016
UC6iv_yOcmMUicwEeUw,399234,7291,212,11/4/2016
UC6iv_yOcmMUicwEeUw,399234,7291,212,11/5/2016
UC6iv_yOcmMUicwEeUw,399329,7292,212,11/6/2016
UC6iv_yOcmMUicwEeUw,399387,7291,212,11/7/2016
UC6iv_yOcmMUicwEeUw,399423,7290,212,11/8/2016
UC6iv_yOcmMUicwEeUw,399474,7291,212,11/9/2016
UC6iv_yOcmMUicwEeUw,399528,7290,212,11/10/2016
UC6iv_yOcmMUicwEeUw,399578,7291,212,11/11/2016
UC6iv_yOcmMUicwEeUw,399656,7291,212,11/12/2016
UC6iv_yOcmMUicwEeUw,399750,7290,212,11/13/2016
UC6iv_yOcmMUicwEeUw,399801,7291,212,11/14/2016
UC6iv_yOcmMUicwEeUw,399847,7292,212,11/15/2016
UC6iv_yOcmMUicwEeUw,399847,7293,211,11/16/2016
UC6iv_yOcmMUicwEeUw,399939,7292,211,11/17/2016
UC6iv_yOcmMUicwEeUw,399592,7293,211,11/18/2016
UC6iv_yOcmMUicwEeUw,399643,7290,211,11/19/2016
UC6iv_yOcmMUicwEeUw,399680,7289,211,11/20/2016
UC6iv_yOcmMUicwEeUw,399717,7289,211,11/21/2016
UC6iv_yOcmMUicwEeUw,399778,7289,211,11/22/2016
UC6iv_yOcmMUicwEeUw,399810,7289,211,11/23/2016
UC6iv_yOcmMUicwEeUw,399841,7289,211,11/24/2016
UC6iv_yOcmMUicwEeUw,399869,7289,211,11/25/2016
UC6iv_yOcmMUicwEeUw,399912,7288,211,11/26/2016
UC6iv_yOcmMUicwEeUw,399932,7288,211,11/27/2016
UC6iv_yOcmMUicwEeUw,399955,7287,211,11/28/2016
UC6iv_yOcmMUicwEeUw,400057,7287,211,11/29/2016
UC6iv_yOcmMUicwEeUw,400018,7288,211,11/30/2016
UC6iv_yOcmMUicwEeUw,400018,7287,211,12/1/2016
UC6iv_yOcmMUicwEeUw,400018,7286,211,12/2/2016
UC6iv_yOcmMUicwEeUw,400018,7286,211,12/3/2016
UC6iv_yOcmMUicwEeUw,400018,7285,211,12/4/2016
UC6iv_yOcmMUicwEeUw,400204,7286,211,12/5/2016
UC6iv_yOcmMUicwEeUw,400303,7283,211,12/6/2016
UC6iv_yOcmMUicwEeUw,400303,7279,211,12/7/2016
UC6iv_yOcmMUicwEeUw,400384,7278,211,12/8/2016
UC6iv_yOcmMUicwEeUw,400418,7276,211,12/9/2016
UC6iv_yOcmMUicwEeUw,400444,7276,211,12/10/2016
UC6iv_yOcmMUicwEeUw,400484,7276,211,12/11/2016
UC6iv_yOcmMUicwEeUw,400514,7276,212,12/12/2016
UC6iv_yOcmMUicwEeUw,400877,7272,212,12/13/2016
UC6iv_yOcmMUicwEeUw,401235,7271,212,12/14/2016
UC6iv_yOcmMUicwEeUw,400944,7271,212,12/15/2016
UC6iv_yOcmMUicwEeUw,400994,7272,212,12/16/2016
UC6iv_yOcmMUicwEeUw,400994,7270,212,12/17/2016
UC6iv_yOcmMUicwEeUw,401050,7270,212,12/18/2016
UC6iv_yOcmMUicwEeUw,401094,7270,212,12/19/2016
UC6iv_yOcmMUicwEeUw,401125,7269,212,12/20/2016
UC6iv_yOcmMUicwEeUw,401156,7267,212,12/21/2016
UC6iv_yOcmMUicwEeUw,401187,7266,212,12/22/2016
UC6iv_yOcmMUicwEeUw,401242,7264,212,12/23/2016
UC6iv_yOcmMUicwEeUw,401282,7264,212,12/24/2016
UC6iv_yOcmMUicwEeUw,401321,7263,212,12/25/2016
UC6iv_yOcmMUicwEeUw,401360,7263,212,12/26/2016
UC6iv_yOcmMUicwEeUw,401389,7262,212,12/27/2016
UC6iv_yOcmMUicwEeUw,401427,7262,212,12/28/2016
UC6iv_yOcmMUicwEeUw,401461,7261,212,12/29/2016
UC6iv_yOcmMUicwEeUw,401501,7261,212,12/30/2016
UC6iv_yOcmMUicwEeUw,401533,7261,212,12/31/2016
UC6iv_yOcmMUicwEeUw,401566,7261,212,1/1/2017
UC6iv_yOcmMUicwEeUw,401601,7261,212,1/2/2017
UC6iv_yOcmMUicwEeUw,401641,7259,212,1/3/2017
UC6iv_yOcmMUicwEeUw,401685,7258,212,1/4/2017
UC6iv_yOcmMUicwEeUw,401729,7258,212,1/5/2017
UC6iv_yOcmMUicwEeUw,401785,7261,212,1/6/2017
UC6iv_yOcmMUicwEeUw,401852,7258,212,1/7/2017
UC6iv_yOcmMUicwEeUw,401934,7257,212,1/8/2017
UC6iv_yOcmMUicwEeUw,401990,7257,212,1/9/2017
UC6iv_yOcmMUicwEeUw,402035,7257,212,1/10/2017
UC6iv_yOcmMUicwEeUw,402112,7257,212,1/11/2017
UC6iv_yOcmMUicwEeUw,402187,7256,211,1/12/2017
UC6iv_yOcmMUicwEeUw,402251,7255,211,1/13/2017
UC6iv_yOcmMUicwEeUw,402126,7254,211,1/14/2017
UC6iv_yOcmMUicwEeUw,402126,7254,211,1/15/2017
UC6iv_yOcmMUicwEeUw,402735,7254,211,1/16/2017
UC6iv_yOcmMUicwEeUw,402967,7253,211,1/17/2017
UC6iv_yOcmMUicwEeUw,403130,7251,211,1/18/2017
UC6iv_yOcmMUicwEeUw,403126,7251,211,1/19/2017
UC6iv_yOcmMUicwEeUw,403160,7251,211,1/20/2017
UC6iv_yOcmMUicwEeUw,403222,7248,211,1/21/2017
UC6iv_yOcmMUicwEeUw,403282,7246,211,1/22/2017
UC6iv_yOcmMUicwEeUw,403332,7247,211,1/23/2017
UC6iv_yOcmMUicwEeUw,402423,7247,211,1/24/2017
UC6iv_yOcmMUicwEeUw,402423,7247,211,1/25/2017
UC6iv_yOcmMUicwEeUw,402589,7245,211,1/26/2017
UC6iv_yOcmMUicwEeUw,402631,7243,211,1/27/2017
UC6iv_yOcmMUicwEeUw,402631,7240,211,1/28/2017
UC6iv_yOcmMUicwEeUw,402719,7241,211,1/29/2017
UC6iv_yOcmMUicwEeUw,402763,7241,211,1/30/2017
UC6iv_yOcmMUicwEeUw,402763,7241,211,1/31/2017
UC6iv_yOcmMUicwEeUw,402862,7242,211,2/1/2017
UC6iv_yOcmMUicwEeUw,402862,7242,211,2/2/2017
UC6iv_yOcmMUicwEeUw,402910,7240,211,2/3/2017
UC6iv_yOcmMUicwEeUw,403054,7239,211,2/4/2017
UC6iv_yOcmMUicwEeUw,403117,7238,211,2/5/2017
UC6iv_yOcmMUicwEeUw,403175,7237,211,2/6/2017
UC6iv_yOcmMUicwEeUw,403265,7242,211,2/7/2017
UC6iv_yOcmMUicwEeUw,403323,7248,211,2/8/2017
UC6iv_yOcmMUicwEeUw,403323,7252,211,2/9/2017
UC6iv_yOcmMUicwEeUw,403543,7257,212,2/10/2017
UC6iv_yOcmMUicwEeUw,403678,7255,212,2/11/2017
UC6iv_yOcmMUicwEeUw,403920,7257,212,2/12/2017
UC6iv_yOcmMUicwEeUw,403920,7258,212,2/13/2017
UC6iv_yOcmMUicwEeUw,404206,7257,212,2/14/2017
UC6iv_yOcmMUicwEeUw,404296,7263,212,2/15/2017
UC6iv_yOcmMUicwEeUw,404383,7264,212,2/16/2017
UC6iv_yOcmMUicwEeUw,404463,7264,212,2/17/2017
UC6iv_yOcmMUicwEeUw,404540,7265,212,2/18/2017
UC6iv_yOcmMUicwEeUw,404540,7264,212,2/19/2017
UC6iv_yOcmMUicwEeUw,404660,7265,212,2/20/2017
UC6iv_yOcmMUicwEeUw,404775,7265,212,2/21/2017
UC6iv_yOcmMUicwEeUw,404832,7265,212,2/22/2017
UC6iv_yOcmMUicwEeUw,404885,7266,212,2/23/2017
UC6iv_yOcmMUicwEeUw,404938,7265,212,2/24/2017
UC6iv_yOcmMUicwEeUw,404981,7266,212,2/25/2017
UC6ROKPXrnzfhNYST1w,3736648,2314,5,2/26/2017
UC6ROKPXrnzfhNYST1w,3736648,2315,5,2/27/2017
UC6ROKPXrnzfhNYST1w,3743148,2315,5,2/28/2017
UC6ROKPXrnzfhNYST1w,3746722,2315,5,3/1/2017
UC6ROKPXrnzfhNYST1w,3749621,2318,5,3/2/2017
UC6ROKPXrnzfhNYST1w,3752196,2323,5,3/3/2017
UC6ROKPXrnzfhNYST1w,3755116,2322,5,3/4/2017
UC6ROKPXrnzfhNYST1w,3757806,2323,5,3/5/2017
UC6ROKPXrnzfhNYST1w,3757806,2327,5,3/6/2017
UC6ROKPXrnzfhNYST1w,3763378,2327,5,3/7/2017
UC6ROKPXrnzfhNYST1w,3766827,2329,5,3/8/2017
UC6ROKPXrnzfhNYST1w,3770460,2331,5,3/9/2017
UC6ROKPXrnzfhNYST1w,3773395,2333,5,3/10/2017
UC6ROKPXrnzfhNYST1w,3776603,2334,5,3/11/2017
UC6ROKPXrnzfhNYST1w,3779288,2336,5,3/12/2017
UC6ROKPXrnzfhNYST1w,3781715,2337,5,3/13/2017
UC6ROKPXrnzfhNYST1w,3784382,2340,5,3/14/2017
UC6ROKPXrnzfhNYST1w,3786968,2340,5,3/15/2017
UC6ROKPXrnzfhNYST1w,3789951,2341,5,3/16/2017
UC6ROKPXrnzfhNYST1w,3792689,2344,5,3/17/2017
UC6ROKPXrnzfhNYST1w,3796118,2343,5,3/18/2017
UC6ROKPXrnzfhNYST1w,3799933,2344,5,3/19/2017
UC6ROKPXrnzfhNYST1w,3809109,2345,5,3/20/2017
UC6ROKPXrnzfhNYST1w,3809109,2349,5,3/21/2017
UC6ROKPXrnzfhNYST1w,3818727,2355,5,3/22/2017
UC6ROKPXrnzfhNYST1w,3823784,2357,5,3/23/2017
UC6ROKPXrnzfhNYST1w,3828376,2358,5,3/24/2017
UC6ROKPXrnzfhNYST1w,3836823,2360,5,3/25/2017
UC6ROKPXrnzfhNYST1w,3843751,2366,5,3/26/2017
UC6ROKPXrnzfhNYST1w,3850032,2369,5,3/27/2017
UC6ROKPXrnzfhNYST1w,3856527,2373,5,3/28/2017
UC6ROKPXrnzfhNYST1w,3863729,2370,5,3/29/2017
UC6ROKPXrnzfhNYST1w,3870341,2378,5,3/30/2017
UC6ROKPXrnzfhNYST1w,3877914,2386,5,3/31/2017
UC6_-ciW9RQcEMA_iBA,1758822,2518,6,10/1/2016
UC6_-ciW9RQcEMA_iBA,1765590,2527,6,10/2/2016
UC6_-ciW9RQcEMA_iBA,1771949,2529,6,10/3/2016
UC6_-ciW9RQcEMA_iBA,1777218,2533,6,10/4/2016
UC6_-ciW9RQcEMA_iBA,1782756,2542,6,10/5/2016
UC6_-ciW9RQcEMA_iBA,1788807,2550,6,10/6/2016
UC6_-ciW9RQcEMA_iBA,1794258,2554,6,10/7/2016
UC6_-ciW9RQcEMA_iBA,1800348,2566,6,10/8/2016
UC6_-ciW9RQcEMA_iBA,1806988,2565,6,10/9/2016
UC6_-ciW9RQcEMA_iBA,1812825,2569,6,10/10/2016
UC6_-ciW9RQcEMA_iBA,1818317,2576,6,10/11/2016
UC6_-ciW9RQcEMA_iBA,1824327,2588,6,10/12/2016
UC6_-ciW9RQcEMA_iBA,1824327,2596,6,10/13/2016
UC6_-ciW9RQcEMA_iBA,1838183,2611,6,10/14/2016
UC6_-ciW9RQcEMA_iBA,1845494,2626,6,10/15/2016
UC6_-ciW9RQcEMA_iBA,1853044,2631,6,10/16/2016
UC6_-ciW9RQcEMA_iBA,1860603,2642,6,10/17/2016
UC6_-ciW9RQcEMA_iBA,1868193,2654,6,10/18/2016
UC6_-ciW9RQcEMA_iBA,1875760,2671,6,10/19/2016
UC6_-ciW9RQcEMA_iBA,1884295,2687,6,10/20/2016
UC6_-ciW9RQcEMA_iBA,1884295,2707,6,10/21/2016
UC6_-ciW9RQcEMA_iBA,1904863,2722,6,10/22/2016
UC6_-ciW9RQcEMA_iBA,1916197,2733,6,10/23/2016
UC6_-ciW9RQcEMA_iBA,1916197,2752,6,10/24/2016
UC6_-ciW9RQcEMA_iBA,1938248,2768,6,10/25/2016
UC6_-ciW9RQcEMA_iBA,1949010,2781,6,10/26/2016
UC6_-ciW9RQcEMA_iBA,1959114,2794,6,10/27/2016
UC6_-ciW9RQcEMA_iBA,1969980,2811,6,10/28/2016
UC6_-ciW9RQcEMA_iBA,1980850,2832,6,10/29/2016
UC6_-ciW9RQcEMA_iBA,1990964,2858,6,10/30/2016
UC6_-ciW9RQcEMA_iBA,1999229,2878,6,10/31/2016
UC6_-ciW9RQcEMA_iBA,2004867,2902,6,11/1/2016
UC6_-ciW9RQcEMA_iBA,2011124,2926,6,11/2/2016
UC6_-ciW9RQcEMA_iBA,2017318,2948,6,11/3/2016
UC6_-ciW9RQcEMA_iBA,2023928,2977,6,11/4/2016
UC6_-ciW9RQcEMA_iBA,2023928,2991,6,11/5/2016
UC6_-ciW9RQcEMA_iBA,2035493,3016,6,11/6/2016
UC6_-ciW9RQcEMA_iBA,2040913,3035,6,11/7/2016
UC6_-ciW9RQcEMA_iBA,2046631,3054,6,11/8/2016
UC6_-ciW9RQcEMA_iBA,2052233,3072,6,11/9/2016
UC6_-ciW9RQcEMA_iBA,2057563,3092,6,11/10/2016
UC6_-ciW9RQcEMA_iBA,2063026,3109,6,11/11/2016
UC6_-ciW9RQcEMA_iBA,2068477,3130,6,11/12/2016
UC6_-ciW9RQcEMA_iBA,2073844,3148,6,11/13/2016
UC6_-ciW9RQcEMA_iBA,2079184,3161,6,11/14/2016
UC6_-ciW9RQcEMA_iBA,2083825,3177,6,11/15/2016
UC6_-ciW9RQcEMA_iBA,2083825,3191,6,11/16/2016
UC6_-ciW9RQcEMA_iBA,2093140,3207,6,11/17/2016
UC6_-ciW9RQcEMA_iBA,2097818,3227,6,11/18/2016
UC6_-ciW9RQcEMA_iBA,2102956,3240,6,11/19/2016
UC6_-ciW9RQcEMA_iBA,2107649,3270,6,11/20/2016
UC6_-ciW9RQcEMA_iBA,2112501,3282,6,11/21/2016
UC6_-ciW9RQcEMA_iBA,2117414,3293,6,11/22/2016
UC6_-ciW9RQcEMA_iBA,2122229,3311,6,11/23/2016
UC6_-ciW9RQcEMA_iBA,2127169,3324,6,11/24/2016
UC6_-ciW9RQcEMA_iBA,2132115,3344,6,11/25/2016
UC6_-ciW9RQcEMA_iBA,2137279,3358,6,11/26/2016
UC6_-ciW9RQcEMA_iBA,2142545,3374,6,11/27/2016
UC6_-ciW9RQcEMA_iBA,2148170,3394,6,11/28/2016
UC6_-ciW9RQcEMA_iBA,2161919,3419,6,11/29/2016
UC6_-ciW9RQcEMA_iBA,2159560,3439,6,11/30/2016
UC6_-ciW9RQcEMA_iBA,2159560,3468,6,12/1/2016
UC6_-ciW9RQcEMA_iBA,2159560,3491,6,12/2/2016
UC6_-ciW9RQcEMA_iBA,2159560,3514,6,12/3/2016
UC6_-ciW9RQcEMA_iBA,2159560,3539,6,12/4/2016
UC6_-ciW9RQcEMA_iBA,2183468,3566,6,12/5/2016
UC6_-ciW9RQcEMA_iBA,2195578,3585,6,12/6/2016
UC6_-ciW9RQcEMA_iBA,2195578,3616,6,12/7/2016
UC6_-ciW9RQcEMA_iBA,2206749,3633,6,12/8/2016
UC6_-ciW9RQcEMA_iBA,2211922,3646,6,12/9/2016
UC6_-ciW9RQcEMA_iBA,2217168,3668,6,12/10/2016
